Residence_Addresses_City,elec_date,elec_year,elec_type,total_voters_asian,total_voters_black,total_voters_hispanic,total_voters_others,total_voters_white,voted_voters_asian,voted_voters_black,voted_voters_hispanic,voted_voters_others,voted_voters_white,perc_turnout_asian,perc_turnout_black,perc_turnout_hispanic,perc_turnout_others,perc_turnout_white,FECDonors_TotalDonationsAmount,FECDonors_NumberOfDonations,mean_donation,total_voters_$1000-14999,total_voters_$100000-124999,total_voters_$125000-149999,total_voters_$15000-24999,total_voters_$150000-174999,total_voters_$175000-199999,total_voters_$200000-249999,total_voters_$25000-34999,total_voters_$250000+,total_voters_$35000-49999,total_voters_$50000-74999,total_voters_$75000-99999,voted_voters_$1000-14999,voted_voters_$100000-124999,voted_voters_$125000-149999,voted_voters_$15000-24999,voted_voters_$150000-174999,voted_voters_$175000-199999,voted_voters_$200000-249999,voted_voters_$25000-34999,voted_voters_$250000+,voted_voters_$35000-49999,voted_voters_$50000-74999,voted_voters_$75000-99999,perc_turnout_income_$1000-14999,perc_turnout_income_$100000-124999,perc_turnout_income_$125000-149999,perc_turnout_income_$15000-24999,perc_turnout_income_$150000-174999,perc_turnout_income_$175000-199999,perc_turnout_income_$200000-249999,perc_turnout_income_$25000-34999,perc_turnout_income_$250000+,perc_turnout_income_$35000-49999,perc_turnout_income_$50000-74999,perc_turnout_income_$75000-99999,CommercialData_EstimatedHHIncomeAmount,total_voters_college,total_voters_no_college,voted_voters_college,voted_voters_no_college,perc_turnout_college,perc_turnout_no_college,mean_age,voter_population,voted_voters,state
Minnetonka,2014_11_04,2014,General,876,280,722,1391,26183,324,53,242,482,14878,36.98630137,18.92857143,33.51800554,34.65132998,56.82312951,4293673,27695,155.03423,320,5350,6062,438,1971,1758,2240,834,2547,1198,2415,3995,169,2710,3178,278,1002,936,1079,592,1454,794,1608,1997,52.8125,50.65420561,52.42494226,63.47031963,50.83713851,53.24232082,48.16964286,70.98321343,57.08676875,66.27712855,66.58385093,49.98748436,132365.0262,15513,2936,9649,1835,62.19944563,62.5,54.5370245,41830,15979,MN
Minnetonka,2021_11_02,2021,Consolidated_General,876,280,722,1391,26183,195,15,156,233,7946,22.26027397,5.357142857,21.6066482,16.75053918,30.34793568,2622170,17373,150.9336326,320,5350,6062,438,1971,1758,2240,834,2547,1198,2415,3995,40,1449,1796,112,621,529,716,226,892,332,739,1008,12.5,27.08411215,29.62718575,25.57077626,31.50684932,30.09101251,31.96428571,27.09832134,35.02159403,27.71285476,30.60041408,25.23153942,132365.0262,15513,2936,5332,789,34.37117256,26.873297,58.18316143,41830,8545,MN
Minnetonka,2019_11_05,2019,Consolidated_General,876,280,722,1391,26183,91,4,55,102,3935,10.38812785,1.428571429,7.617728532,7.332854062,15.0288355,1709263,10601,161.2360155,320,5350,6062,438,1971,1758,2240,834,2547,1198,2415,3995,24,719,954,63,255,222,344,147,385,198,384,449,7.5,13.43925234,15.7373804,14.38356164,12.93759513,12.62798635,15.35714286,17.62589928,15.11582254,16.52754591,15.90062112,11.23904881,132365.0262,15513,2936,2600,441,16.76013666,15.02043597,58.60998641,41830,4187,MN
Minnetonka,2017_11_07,2017,Consolidated_General,876,280,722,1391,26183,98,9,83,178,5154,11.18721461,3.214285714,11.49584488,12.79654925,19.68452813,2095291,14055,149.0779794,320,5350,6062,438,1971,1758,2240,834,2547,1198,2415,3995,34,875,1126,84,365,342,415,163,535,290,532,694,10.625,16.35514019,18.57472781,19.17808219,18.51851852,19.45392491,18.52678571,19.54436451,21.00510404,24.20701169,22.02898551,17.37171464,132365.0262,15513,2936,3415,582,22.01379488,19.82288828,57.2297092,41830,5522,MN
Minnetonka,2015_11_03,2015,Consolidated_General,876,280,722,1391,26183,65,4,49,89,3208,7.420091324,1.428571429,6.786703601,6.398274623,12.25222473,868605,6580,132.0068389,320,5350,6062,438,1971,1758,2240,834,2547,1198,2415,3995,23,550,752,55,222,199,271,117,338,198,298,355,7.1875,10.28037383,12.40514682,12.55707763,11.26331811,11.31968146,12.09821429,14.02877698,13.27051433,16.52754591,12.33954451,8.886107635,132365.0262,15513,2936,2214,370,14.27190099,12.60217984,56.77578577,41830,3415,MN
Bloomington,2020_11_03,2020,General,2356,1333,2258,2123,41162,2043,1024,1894,1719,38224,86.7147708,76.8192048,83.87953942,80.97032501,92.86234877,2748970,33013,83.26931815,784,7839,6737,931,2104,1717,1774,1549,2266,3306,8389,11280,694,7134,6257,835,1914,1615,1694,1450,2129,3007,7574,10162,88.52040816,91.00650593,92.87516699,89.68850698,90.96958175,94.05940594,95.49041714,93.60877986,93.95410415,90.95583787,90.28489689,90.08865248,106456.9947,23716,7186,22606,6697,95.31961545,93.19510159,52.54745333,67662,44904,MN
Bloomington,2018_11_06,2018,General,2356,1333,2258,2123,41162,1299,693,1207,1274,31797,55.13582343,51.987997,53.45438441,60.00942063,77.24843302,2663837,32217,82.68420399,784,7839,6737,931,2104,1717,1774,1549,2266,3306,8389,11280,557,5796,5072,685,1570,1326,1401,1254,1806,2542,6078,7861,71.04591837,73.9380023,75.28573549,73.57679914,74.61977186,77.22772277,78.9740699,80.95545513,79.69991174,76.89050212,72.4520205,69.68971631,106456.9947,23716,7186,19465,5595,82.07539214,77.85972725,53.37478979,67662,36270,MN
Bloomington,2016_11_08,2016,General,2356,1333,2258,2123,41162,1363,704,1197,1181,32808,57.85229202,52.8132033,53.01151461,55.62882713,79.7045819,2655723,31596,84.05250665,784,7839,6737,931,2104,1717,1774,1549,2266,3306,8389,11280,593,5905,5169,720,1600,1346,1422,1285,1840,2614,6264,8144,75.6377551,75.32848578,76.7255455,77.33619764,76.04562738,78.39254514,80.1578354,82.95674629,81.20035305,79.06836056,74.66920968,72.19858156,106456.9947,23716,7186,20119,5838,84.83302412,81.24130253,51.81271177,67662,37253,MN
Bloomington,2014_11_04,2014,General,2356,1333,2258,2123,41162,623,252,549,523,22939,26.44312394,18.90472618,24.31355182,24.63495054,55.72858462,2467786,29384,83.9840049,784,7839,6737,931,2104,1717,1774,1549,2266,3306,8389,11280,414,3762,3431,523,1084,913,1006,1017,1303,1957,4201,5020,52.80612245,47.99081515,50.92771263,56.17615467,51.52091255,53.17414094,56.70800451,65.65526146,57.50220653,59.1954023,50.07748242,44.5035461,106456.9947,23716,7186,14310,4160,60.33901164,57.89034233,54.92571545,67662,24886,MN
Bloomington,2021_11_02,2021,Consolidated_General,2356,1333,2258,2123,41162,280,101,297,257,12307,11.88455008,7.576894224,13.15323295,12.10551107,29.89893591,1573315,18445,85.29764164,784,7839,6737,931,2104,1717,1774,1549,2266,3306,8389,11280,169,2172,1971,225,543,522,639,447,749,842,2155,2729,21.55612245,27.70761577,29.25634555,24.16756176,25.80798479,30.40186372,36.02029312,28.85732731,33.05383936,25.46884453,25.68840148,24.19326241,106456.9947,23716,7186,8014,1982,33.79153314,27.58140829,58.37673981,67662,13242,MN
Bloomington,2019_11_05,2019,Consolidated_General,2356,1333,2258,2123,41162,276,76,261,285,13509,11.7147708,5.701425356,11.55890168,13.42439943,32.819105,1756347,20511,85.62951587,784,7839,6737,931,2104,1717,1774,1549,2266,3306,8389,11280,181,2323,2043,236,664,598,656,507,807,1051,2383,2878,23.08673469,29.63388187,30.32507051,25.349087,31.55893536,34.8281887,36.97857948,32.73079406,35.61341571,31.79068361,28.40624627,25.5141844,106456.9947,23716,7186,8828,2229,37.22381515,31.01864737,58.67367661,67662,14407,MN
Bloomington,2017_11_07,2017,Consolidated_General,2356,1333,2258,2123,41162,198,80,249,242,10526,8.404074703,6.001500375,11.02745793,11.39896373,25.57212963,1579208,17193,91.85180015,784,7839,6737,931,2104,1717,1774,1549,2266,3306,8389,11280,155,1811,1712,191,542,460,586,412,647,805,1777,2120,19.77040816,23.10243654,25.41190441,20.51557465,25.76045627,26.79091439,33.03269448,26.59780504,28.55251545,24.34966727,21.18250089,18.79432624,106456.9947,23716,7186,6934,1663,29.23764547,23.14222099,57.10021699,67662,11295,MN
Bloomington,2015_11_03,2015,Consolidated_General,2356,1333,2258,2123,41162,99,16,95,103,5457,4.202037351,1.200300075,4.207263065,4.851625059,13.25737331,919668,9384,98.00383632,784,7839,6737,931,2104,1717,1774,1549,2266,3306,8389,11280,95,867,739,134,281,238,222,265,318,533,985,1053,12.11734694,11.06008419,10.96927416,14.39312567,13.35551331,13.86138614,12.51409245,17.10781149,14.03353928,16.12220206,11.74156634,9.335106383,106456.9947,23716,7186,3569,958,15.04891213,13.33147787,60.62472168,67662,5770,MN
Brooklyn Center,2020_11_03,2020,General,2113,2429,913,468,7808,1458,1920,732,373,6852,69.00141978,79.04487443,80.17524644,79.7008547,87.75614754,170344,3366,50.60724896,387,741,759,369,199,207,147,582,186,1649,4887,3501,329,630,634,310,157,161,126,492,154,1366,3976,2912,85.0129199,85.02024291,83.53096179,84.01084011,78.89447236,77.77777778,85.71428571,84.53608247,82.79569892,82.83808369,81.35870677,83.17623536,76179.74563,4556,3142,4039,2768,88.6523266,88.09675366,48.17375824,21735,11335,MN
Brooklyn Center,2018_11_06,2018,General,2113,2429,913,468,7808,868,1277,444,262,5309,41.07903455,52.57307534,48.63088719,55.98290598,67.99436475,170155,3374,50.43123889,387,741,759,369,199,207,147,582,186,1649,4887,3501,242,428,471,240,110,126,98,389,113,959,2778,2148,62.53229974,57.75978408,62.05533597,65.04065041,55.27638191,60.86956522,66.66666667,66.83848797,60.75268817,58.15645846,56.84468999,61.35389889,76179.74563,4556,3142,3123,2169,68.54697103,69.0324634,49.46209498,21735,8160,MN
Brooklyn Center,2016_11_08,2016,General,2113,2429,913,468,7808,896,1425,434,250,5627,42.40416469,58.66611774,47.53559693,53.41880342,72.06711066,161734,2753,58.74827461,387,741,759,369,199,207,147,582,186,1649,4887,3501,276,466,482,259,114,122,100,400,127,1035,2929,2258,71.31782946,62.8879892,63.50461133,70.1897019,57.28643216,58.93719807,68.02721088,68.72852234,68.27956989,62.76531231,59.93452016,64.49585833,76179.74563,4556,3142,3260,2317,71.55399473,73.74283896,47.81491874,21735,8632,MN
Brooklyn Center,2014_11_04,2014,General,2113,2429,913,468,7808,254,670,122,115,3537,12.02082347,27.58336764,13.36254107,24.57264957,45.29969262,148665,2309,64.38501516,387,741,759,369,199,207,147,582,186,1649,4887,3501,156,220,248,166,60,60,52,265,57,609,1561,1206,40.31007752,29.68960864,32.67457181,44.98644986,30.15075377,28.98550725,35.37414966,45.53264605,30.64516129,36.93147362,31.94188664,34.44730077,76179.74563,4556,3142,1963,1459,43.08604039,46.43539147,52.6533527,21735,4698,MN
Brooklyn Park,2020_11_03,2020,General,6052,5789,1632,1910,23398,4727,4532,1322,1569,21222,78.1064111,78.28640525,81.00490196,82.14659686,90.70005983,790045,21193,37.27858255,518,6150,4516,709,1579,1794,1033,1797,1557,3119,6787,9020,428,5336,4027,610,1397,1598,923,1401,1402,2601,5756,7752,82.62548263,86.76422764,89.17183348,86.03667137,88.47371754,89.07469342,89.35140368,77.96327212,90.04495825,83.39211286,84.80919405,85.94235033,103122.8608,16757,6806,15425,6157,92.05108313,90.46429621,49.11488731,11124,33372,MN
Brooklyn Park,2020_11_03,2020,General,6052,5789,1632,1910,23398,4727,4532,1322,1569,21222,78.1064111,78.28640525,81.00490196,82.14659686,90.70005983,790045,21193,37.27858255,518,6150,4516,709,1579,1794,1033,1797,1557,3119,6787,9020,428,5336,4027,610,1397,1598,923,1401,1402,2601,5756,7752,82.62548263,86.76422764,89.17183348,86.03667137,88.47371754,89.07469342,89.35140368,77.96327212,90.04495825,83.39211286,84.80919405,85.94235033,103122.8608,16757,6806,15425,6157,92.05108313,90.46429621,49.11488731,55842,33372,MN
Brooklyn Park,2018_11_06,2018,General,6052,5789,1632,1910,23398,2653,3182,840,1127,17051,43.83674818,54.96631543,51.47058824,59.0052356,72.87374989,742100,20623,35.98409543,518,6150,4516,709,1579,1794,1033,1797,1557,3119,6787,9020,326,3972,3045,456,1045,1194,737,1051,1059,1937,4294,5628,62.93436293,64.58536585,67.42692648,64.31593794,66.1811273,66.55518395,71.34559535,58.48636617,68.01541426,62.10323822,63.26801238,62.39467849,103122.8608,16757,6806,12223,4839,72.94265083,71.09903027,50.02467944,11124,24853,MN
Brooklyn Park,2018_11_06,2018,General,6052,5789,1632,1910,23398,2653,3182,840,1127,17051,43.83674818,54.96631543,51.47058824,59.0052356,72.87374989,742100,20623,35.98409543,518,6150,4516,709,1579,1794,1033,1797,1557,3119,6787,9020,326,3972,3045,456,1045,1194,737,1051,1059,1937,4294,5628,62.93436293,64.58536585,67.42692648,64.31593794,66.1811273,66.55518395,71.34559535,58.48636617,68.01541426,62.10323822,63.26801238,62.39467849,103122.8608,16757,6806,12223,4839,72.94265083,71.09903027,50.02467944,55842,24853,MN
Brooklyn Park,2016_11_08,2016,General,6052,5789,1632,1910,23398,3030,3291,883,1035,17867,50.06609385,56.84919675,54.10539216,54.18848168,76.36122746,751905,20577,36.54104097,518,6150,4516,709,1579,1794,1033,1797,1557,3119,6787,9020,347,4135,3146,502,1088,1257,753,1124,1080,2049,4544,5968,66.98841699,67.23577236,69.66341895,70.80394922,68.90436985,70.06688963,72.89448209,62.54869226,69.36416185,65.69413273,66.95152497,66.16407982,103122.8608,16757,6806,12901,5172,76.98872113,75.99177197,48.51631617,11124,26106,MN
Brooklyn Park,2016_11_08,2016,General,6052,5789,1632,1910,23398,3030,3291,883,1035,17867,50.06609385,56.84919675,54.10539216,54.18848168,76.36122746,751905,20577,36.54104097,518,6150,4516,709,1579,1794,1033,1797,1557,3119,6787,9020,347,4135,3146,502,1088,1257,753,1124,1080,2049,4544,5968,66.98841699,67.23577236,69.66341895,70.80394922,68.90436985,70.06688963,72.89448209,62.54869226,69.36416185,65.69413273,66.95152497,66.16407982,103122.8608,16757,6806,12901,5172,76.98872113,75.99177197,48.51631617,55842,26106,MN
Brooklyn Park,2014_11_04,2014,General,6052,5789,1632,1910,23398,994,1545,381,439,11931,16.42432254,26.68854724,23.34558824,22.98429319,50.99153774,682005,19398,35.1585215,518,6150,4516,709,1579,1794,1033,1797,1557,3119,6787,9020,217,2296,1912,336,564,717,475,664,638,1270,2680,3444,41.89189189,37.33333333,42.33835252,47.39069111,35.71880937,39.96655518,45.98257502,36.95047301,40.97623635,40.7181789,39.48725505,38.18181818,103122.8608,16757,6806,8177,3318,48.79751746,48.75110197,51.92200655,11124,15290,MN
Brooklyn Park,2014_11_04,2014,General,6052,5789,1632,1910,23398,994,1545,381,439,11931,16.42432254,26.68854724,23.34558824,22.98429319,50.99153774,682005,19398,35.1585215,518,6150,4516,709,1579,1794,1033,1797,1557,3119,6787,9020,217,2296,1912,336,564,717,475,664,638,1270,2680,3444,41.89189189,37.33333333,42.33835252,47.39069111,35.71880937,39.96655518,45.98257502,36.95047301,40.97623635,40.7181789,39.48725505,38.18181818,103122.8608,16757,6806,8177,3318,48.79751746,48.75110197,51.92200655,55842,15290,MN
Plymouth,2020_11_03,2020,General,2806,693,1131,2054,37147,2432,558,976,1816,34456,86.67141839,80.51948052,86.29531388,88.41285297,92.75580801,3791375,32654,116.1075213,422,5899,8525,647,5053,3136,4231,807,4745,1545,4061,4130,385,5422,7787,595,4586,2906,3923,751,4444,1407,3721,3819,91.23222749,91.91388371,91.3431085,91.96290572,90.75796557,92.66581633,92.72039707,93.06071871,93.65648051,91.06796117,91.62767791,92.46973366,143223.4632,24479,3753,23285,3532,95.12234977,94.11137756,50.81453806,59188,40238,MN
Plymouth,2018_11_06,2018,General,2806,693,1131,2054,37147,1563,374,691,1274,28370,55.702067,53.96825397,61.09637489,62.02531646,76.37225079,3684096,31851,115.6665725,422,5899,8525,647,5053,3136,4231,807,4745,1545,4061,4130,284,4333,6183,458,3559,2292,3174,637,3606,1245,3044,3087,67.2985782,73.45312765,72.52785924,70.78825348,70.4334059,73.08673469,75.01772631,78.93432466,75.99578504,80.58252427,74.95690717,74.74576271,143223.4632,24479,3753,19732,2951,80.60786797,78.63042899,51.71470371,59188,32272,MN
Plymouth,2016_11_08,2016,General,2806,693,1131,2054,37147,1502,393,684,1356,29074,53.52815396,56.70995671,60.47745358,66.01752678,78.26742402,3626167,29502,122.9125822,422,5899,8525,647,5053,3136,4231,807,4745,1545,4061,4130,313,4501,6296,504,3632,2336,3178,675,3568,1275,3164,3167,74.17061611,76.30106798,73.85337243,77.89799073,71.87809222,74.48979592,75.1122666,83.64312268,75.19494204,82.52427184,77.91184437,76.68280872,143223.4632,24479,3753,20187,3105,82.46660403,82.73381295,50.02736197,59188,33009,MN
Plymouth,2014_11_04,2014,General,2806,693,1131,2054,37147,638,187,366,685,20157,22.73699216,26.98412698,32.36074271,33.34956183,54.26279377,3310755,27484,120.4611774,422,5899,8525,647,5053,3136,4231,807,4745,1545,4061,4130,207,2900,4195,332,2282,1517,2077,511,2343,984,2262,2197,49.0521327,49.16087472,49.20821114,51.3137558,45.16129032,48.37372449,49.09004963,63.32094176,49.37829294,63.68932039,55.70056636,53.19612591,143223.4632,24479,3753,14180,2174,57.92720291,57.92699174,52.55906761,59188,22033,MN
Plymouth,2021_11_02,2021,Consolidated_General,2806,693,1131,2054,37147,406,59,124,323,6243,14.46899501,8.513708514,10.96374889,15.72541383,16.80620239,1302992,12985,100.3459376,422,5899,8525,647,5053,3136,4231,807,4745,1545,4061,4130,48,748,1220,52,917,674,976,111,1090,162,510,600,11.37440758,12.68011527,14.31085044,8.037094281,18.14763507,21.49234694,23.06783266,13.75464684,22.971549,10.48543689,12.55848313,14.52784504,143223.4632,24479,3753,4820,505,19.69034683,13.45590195,54.06796292,59188,7155,MN
Plymouth,2017_11_07,2017,Consolidated_General,2806,693,1131,2054,37147,159,31,71,109,3584,5.666429081,4.473304473,6.277630416,5.306718598,9.648154629,620311,5931,104.5879278,422,5899,8525,647,5053,3136,4231,807,4745,1545,4061,4130,12,416,699,50,470,331,543,79,567,122,314,318,2.843601896,7.052042719,8.19941349,7.72797527,9.301405106,10.55484694,12.83384543,9.789343247,11.94942044,7.896440129,7.732085693,7.699757869,143223.4632,24479,3753,2646,301,10.80926508,8.020250466,51.09569348,59188,3954,MN
Plymouth,2013_11_05,2013,Consolidated_General,2806,693,1131,2054,37147,53,14,52,61,2678,1.888809694,2.02020202,4.597701149,2.969814995,7.209195897,568132,4638,122.495041,422,5899,8525,647,5053,3136,4231,807,4745,1545,4061,4130,17,347,568,34,298,206,319,52,354,115,256,252,4.028436019,5.882352941,6.662756598,5.255023184,5.897486642,6.568877551,7.53958875,6.44361834,7.460484721,7.443365696,6.303866043,6.101694915,143223.4632,24479,3753,1889,206,7.716818497,5.48894218,52.1850887,59188,2858,MN
Plymouth,2009_11_03,2009,Consolidated_General,2806,693,1131,2054,37147,62,11,30,56,3120,2.209550962,1.587301587,2.652519894,2.726387537,8.399063181,773998,7208,107.3804107,422,5899,8525,647,5053,3136,4231,807,4745,1545,4061,4130,22,390,618,56,331,249,331,108,363,163,329,277,5.213270142,6.611290049,7.249266862,8.655332303,6.550564021,7.94005102,7.823209643,13.38289963,7.650158061,10.55016181,8.101452844,6.707021792,143223.4632,24479,3753,2242,323,9.158870869,8.606448175,52.33335637,59188,3279,MN
Richfield,2020_11_03,2020,General,851,628,1401,655,14635,738,493,1158,530,13623,86.72150411,78.50318471,82.65524625,80.91603053,93.08507004,413369,8256,50.06891957,373,2884,1482,471,397,424,263,781,322,1025,4022,5582,347,2701,1416,427,369,402,248,691,302,954,3537,5040,93.02949062,93.65464632,95.5465587,90.6581741,92.94710327,94.81132075,94.29657795,88.47631242,93.78881988,93.07317073,87.94132273,90.29021856,91576.66021,8011,3048,7638,2885,95.34390213,94.65223097,49.42725933,27691,16542,MN
Richfield,2018_11_06,2018,General,851,628,1401,655,14635,464,360,715,376,11197,54.52408931,57.32484076,51.03497502,57.40458015,76.50837035,405040,8124,49.8572132,373,2884,1482,471,397,424,263,781,322,1025,4022,5582,264,2198,1141,351,304,342,200,518,243,809,2662,4011,70.77747989,76.21359223,76.99055331,74.52229299,76.5743073,80.66037736,76.04562738,66.32522407,75.46583851,78.92682927,66.18597713,71.8559656,91576.66021,8011,3048,6504,2350,81.188366,77.09973753,49.87831566,27691,13112,MN
Richfield,2016_11_08,2016,General,851,628,1401,655,14635,492,345,708,372,11450,57.81433608,54.93630573,50.53533191,56.79389313,78.23710284,398917,7967,50.07116857,373,2884,1482,471,397,424,263,781,322,1025,4022,5582,272,2206,1166,371,309,341,202,559,248,841,2706,4064,72.92225201,76.49098474,78.67746289,78.76857749,77.83375315,80.4245283,76.80608365,71.57490397,77.01863354,82.04878049,67.27996022,72.80544608,91576.66021,8011,3048,6617,2479,82.59892648,81.332021,48.59056113,27691,13367,MN
Richfield,2014_11_04,2014,General,851,628,1401,655,14635,205,165,258,149,7668,24.0893067,26.27388535,18.41541756,22.7480916,52.39494363,348089,7004,49.6986008,373,2884,1482,471,397,424,263,781,322,1025,4022,5582,175,1392,745,277,195,225,145,376,154,599,1639,2484,46.91689008,48.26629681,50.26990553,58.81104034,49.11838791,53.06603774,55.13307985,48.14340589,47.82608696,58.43902439,40.75087021,44.50017915,91576.66021,8011,3048,4523,1705,56.45986768,55.93832021,52.24385256,27691,8445,MN
Richfield,2021_11_02,2021,Consolidated_General,851,628,1401,655,14635,24,30,37,29,963,2.820211516,4.777070064,2.640970735,4.427480916,6.58011616,66372,1335,49.71685393,373,2884,1482,471,397,424,263,781,322,1025,4022,5582,27,173,102,30,25,15,23,47,25,69,210,331,7.238605898,5.998613037,6.882591093,6.369426752,6.297229219,3.537735849,8.745247148,6.017925736,7.763975155,6.731707317,5.221282944,5.929774274,91576.66021,8011,3048,573,206,7.152665086,6.758530184,56.33712119,27691,1083,MN
Richfield,2019_11_05,2019,Consolidated_General,851,628,1401,655,14635,23,20,51,29,1486,2.702702703,3.184713376,3.640256959,4.427480916,10.15374103,124837,2870,43.49721254,373,2884,1482,471,397,424,263,781,322,1025,4022,5582,12,283,170,53,38,41,45,58,33,103,281,486,3.217158177,9.812760055,11.47098516,11.25265393,9.571788413,9.669811321,17.11026616,7.42637644,10.2484472,10.04878049,6.986573844,8.70655679,91576.66021,8011,3048,971,258,12.12083385,8.464566929,55.79761344,27691,1609,MN
Richfield,2017_11_07,2017,Consolidated_General,851,628,1401,655,14635,67,69,107,69,3619,7.873090482,10.98726115,7.637401856,10.53435115,24.72839084,224847,4016,55.9877988,373,2884,1482,471,397,424,263,781,322,1025,4022,5582,65,655,405,96,96,118,80,143,77,266,699,1210,17.42627346,22.71151179,27.32793522,20.38216561,24.1813602,27.83018868,30.41825095,18.30985915,23.91304348,25.95121951,17.37941323,21.67681834,91576.66021,8011,3048,2236,718,27.91162152,23.55643045,53.94629707,27691,3931,MN
Richfield,2015_11_03,2015,Consolidated_General,851,628,1401,655,14635,49,18,56,32,2436,5.757931845,2.866242038,3.997144897,4.885496183,16.64502904,193059,3809,50.68495668,373,2884,1482,471,397,424,263,781,322,1025,4022,5582,38,445,254,80,55,69,61,126,52,219,472,713,10.18766756,15.42995839,17.13900135,16.985138,13.85390428,16.27358491,23.19391635,16.13316261,16.14906832,21.36585366,11.735455,12.77319957,91576.66021,8011,3048,1565,536,19.5356385,17.58530184,56.76548406,27691,2591,MN
St. Louis Park,2020_11_03,2020,General,847,691,820,1133,23281,740,545,720,946,21524,87.36717828,78.87120116,87.80487805,83.49514563,92.45307332,1734816,19021,91.20529941,368,3797,3164,606,1112,1335,1694,695,1159,1853,3294,6989,320,3513,2954,556,1039,1246,1569,637,1097,1646,3026,6332,86.95652174,92.52041085,93.36283186,91.74917492,93.4352518,93.33333333,92.62101535,91.65467626,94.65056083,88.82892607,91.86399514,90.59951352,111857.6785,13381,2542,12738,2372,95.19467902,93.31235248,46.5228371,39615,24475,MN
St. Louis Park,2018_11_06,2018,General,847,691,820,1133,23281,520,369,482,741,17465,61.3931523,53.40086831,58.7804878,65.4015887,75.01825523,1667250,18135,91.93548387,368,3797,3164,606,1112,1335,1694,695,1159,1853,3294,6989,231,2836,2469,444,864,1027,1261,556,895,1276,2438,4910,62.77173913,74.69054517,78.03413401,73.26732673,77.69784173,76.92883895,74.43919717,80,77.22174288,68.86130599,74.01335762,70.25325512,111857.6785,13381,2542,10766,1952,80.45736492,76.78992919,46.9459971,39615,19577,MN
St. Louis Park,2016_11_08,2016,General,847,691,820,1133,23281,526,355,490,699,17449,62.10153483,51.3748191,59.75609756,61.69461606,74.94952966,1612409,18031,89.42426931,368,3797,3164,606,1112,1335,1694,695,1159,1853,3294,6989,255,2836,2412,474,847,989,1236,550,877,1269,2445,4958,69.29347826,74.69054517,76.23261694,78.21782178,76.16906475,74.082397,72.96340024,79.13669065,75.6686799,68.48354021,74.22586521,70.94004865,111857.6785,13381,2542,10864,2016,81.18974666,79.30763179,45.63884185,39615,19519,MN
St. Louis Park,2014_11_04,2014,General,847,691,820,1133,23281,268,139,228,367,11126,31.64108619,20.11577424,27.80487805,32.39187996,47.79004338,1428355,16520,86.46216707,368,3797,3164,606,1112,1335,1694,695,1159,1853,3294,6989,143,1741,1553,315,536,650,811,396,571,796,1575,2861,38.85869565,45.85198841,49.08343869,51.98019802,48.20143885,48.68913858,47.87485242,56.97841727,49.26660915,42.95736643,47.81420765,40.93575619,111857.6785,13381,2542,7279,1319,54.39802705,51.88827695,49.22137136,39615,12128,MN
St. Louis Park,2021_11_02,2021,Consolidated_General,847,691,820,1133,23281,92,56,81,117,3490,10.86186541,8.104196816,9.87804878,10.32656664,14.990765,607822,9024,67.35616135,368,3797,3164,606,1112,1335,1694,695,1159,1853,3294,6989,29,532,579,74,176,200,231,117,199,239,518,897,7.880434783,14.01106136,18.29962073,12.21122112,15.82733813,14.98127341,13.63636364,16.83453237,17.16997412,12.89800324,15.72556163,12.83445414,111857.6785,13381,2542,2313,383,17.28570361,15.06687648,54.76209458,39615,3836,MN
St. Louis Park,2019_11_05,2019,Consolidated_General,847,691,820,1133,23281,95,61,98,173,4449,11.21605667,8.827785818,11.95121951,15.26919682,19.11000387,873883,9070,96.34873208,368,3797,3164,606,1112,1335,1694,695,1159,1853,3294,6989,36,725,737,116,246,309,347,145,268,272,576,1044,9.782608696,19.0940216,23.29329962,19.14191419,22.12230216,23.14606742,20.48406139,20.86330935,23.12338223,14.67889908,17.4863388,14.93775934,111857.6785,13381,2542,3081,485,23.02518496,19.07946499,54.88280029,39615,4876,MN
St. Louis Park,2017_11_07,2017,Consolidated_General,847,691,820,1133,23281,120,51,107,198,5795,14.16765053,7.380607815,13.04878049,17.47572816,24.89154246,995595,11316,87.98117709,368,3797,3164,606,1112,1335,1694,695,1159,1853,3294,6989,38,945,989,135,322,418,452,180,365,301,758,1303,10.32608696,24.88806953,31.25790139,22.27722772,28.95683453,31.31086142,26.6824085,25.89928058,31.49266609,16.24392876,23.01153613,18.64358277,111857.6785,13381,2542,4001,602,29.90060534,23.68214005,51.41854564,39615,6271,MN
St. Louis Park,2015_11_03,2015,Consolidated_General,847,691,820,1133,23281,39,6,45,94,2761,4.604486423,0.868306802,5.487804878,8.296557811,11.85945621,619430,6132,101.0159817,368,3797,3164,606,1112,1335,1694,695,1159,1853,3294,6989,20,408,426,79,149,191,200,88,171,178,395,612,5.434782609,10.74532526,13.46396966,13.03630363,13.39928058,14.3071161,11.80637544,12.6618705,14.75409836,9.606044253,11.9914997,8.756617542,111857.6785,13381,2542,1903,340,14.22165757,13.37529504,55.32868328,39615,2945,MN
